title,companyName,location,experience,salary,jobDescription,tagsAndSkills,jobUploaded,minimumSalary,maximumSalary,minimumExperience,maximumExperience,averageSalary
Senior Devops Engineer,Uplers,"Hyderabad, Chennai, Bengaluru",5-8 Yrs,25-40 Lacs PA,"<p><strong>Sr. Devops Engineer</strong></p><br /><p><strong>Experience: </strong>5-8 Years Exp</p><p><strong>Salary :</strong> 30-40 LPA</p><p><strong>Preferred Notice Period</strong>: less than or equal to 30 days</p><p><strong>Shift</strong>: 10:00 AM to 6:00 PM IST</p><p><strong>Opportunity Type:</strong> Office (Bengaluru)</p><p><strong>Placement Type:</strong> Permanent</p><p><strong>(*Note: This is a requirement for one of Uplers' Clients)</strong></p><br /><p><strong>Must have skills required :</strong></p><p>Terraform OR CI/CD OR Docker, Azure</p><br /><p><strong>Lucio (One of Uplers' Clients) is Looking for:</strong></p><p>Sr. Devops Engineer who is passionate about their work, eager to learn and grow, and who is committed to delivering exceptional results. If you are a team player, with a positive attitude and a desire to make a difference, then we want to hear from you. </p><br /><p><strong>Role Overview Description</strong></p><br /><p><strong>Job Title: Devops Engineer</strong></p><p><strong>Mode: In office</strong></p><p><strong>Working hours: Flexible</strong></p><p><strong>Days: 5 days/week</strong></p><p><strong>Experience: 5 to 8 years</strong></p><p><strong>Compensation: 30 to 40 LPA (Can increase as per experience)</strong><br /></p><p><strong>About Lucio</strong>:</p><p>We're an AI product company that wants to transform the legal industry using generative AI. We're a rapidly growing team with a truly innovative product that is already being used at many top law firms in the country.</p><p>We're building a team of talented developers who are passionate about building products that solve real-world problems. With us, you'll have the opportunity to work on everything from fine-tuning LLMs, creating complex data processing pipelines, optimizing distributed services and more. Don't worry, you won't have to do everything, but you'll always have the option of working on something exciting and new.</p><p>We're looking to hire a Devops Engineer with at least 4 to 6 years of experience to help our IT and Devops team. You'll excel at this role if:</p><ul><li>You are genuinely interested in computer networks, cloud computing, and distributed systems.</li><li>You are fluent in Bash, comfortable working in a terminal, and can spin up a VM with an Nginx server effortlessly.</li><li>You have hands-on experience managing resources on a cloud platformMicrosoft Azure in particularincluding writing Terraform modules, setting up and maintaining CI/CD pipelines, and collaborating with stakeholders to ensure smooth platform operations.</li><li>You have working experience with MongoDB and can integrate it efficiently within distributed environments.</li><li>You have some development experience and understand the software lifecycle from a DevOps perspective.</li><li>You are a strong communicator who can interact confidently with both internal teams and external clients.</li><li>You are enterprising, proactive, and enthusiastic, always looking for ways to improve systems and workflows.</li><li>You can work independently and thrive in a fast-paced environment.</li><li>You are flexible with work hours, open to being on-call on some weekends and working late nights when necessary.</li><li>Prior experience working with legal teams or understanding legal processes is a plus, though not required.<br /></li></ul><p>We pride ourselves on our work culture and offer great benefits like:</p><ul><li>unlimited leaves (including sick leaves, period leaves, and more)</li><li>great flexibility around work timings,</li><li>an inclusive and diverse working environment.<br /><br /></li></ul><p>Our hiring process will have 5 stages: 1 screening call & 3 technical interviews, and a culture-fit interview. We are an inclusive organization and actively promote equality of opportunity for all with the right mix of talent, skills and potential. We welcome all applications from a wide range of candidates. Selection for roles will be based on individual capabilities alone.<br /></p><p>To apply: Submit this technical puzzle with us, if you have done Hack The Box or CTF challenges, you might find it interesting.</p><p><u>https://workwithus.lucioai.com/</u></p><p>Please do not ask for hints, you will find the steps to hire for our position at the end of this puzzle. Our puzzle is active & live, and every problem statement has a solution to it.</p><br /><p><strong>How to apply for this opportunity:</strong></p><p><strong>Easy 3-Step Process:</strong></p><p>1. Click On Apply! And Register or log in on our portal</p><p>2. Upload updated Resume & Complete the Screening Form</p><p>3. Increase your chances to get shortlisted & meet the client for the Interview!</p><br /><p><strong>About Our Client:</strong></p><p>AI powered document automation platform<br />Helping lawyers fall in love with the law again. Enterprise AI solutions for document review, drafting, and more.</p><br /><p><strong>About Uplers:</strong></p><p>Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career.</p><p>(Note: There are many more opportunities apart from this on the portal.)</p><p>So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!</p>","Azure Devops,Terraform,Docker,Ci/Cd,Cd,Cd,Devops,Microsoft Azure",2 Days Ago,2500000.0,4000000.0,5.0,8.0,3250000.0
Java Developer Aws 8years  Experience,Cloudxtreme,"Hybrid - Hyderabad, Chennai, Bengaluru",8-12 Yrs,14-24 Lacs PA,"<p>Skills: Java ,springboot,Microservices,Aws</p><p>Company : Mpahsis</p><p>Role : Java developer</p><p>Budget: 25Lpa</p><p>Experience: 8+y</p>","Java,Spring Boot,AWS,Microservices,Spring,Boot,Development",2 Days Ago,1400000.0,2400000.0,8.0,12.0,1900000.0
Senior Python Developer-7+,Cloudxtreme,"Hyderabad, Chennai, Bengaluru",7-11 Yrs,16-22.5 Lacs PA,"Requirements: . 7-10 years of professional experience,with at least 4+ years focused on Python development<br><br>Experience with machine learning stacks is a plus<br><br>Experience with relational databases such as PostgreSQL,MySQL,or similar<br><br>Experience with machine learning stacks such as TensorFlow,Keras,or scikit-learn is a plus. .","Postgresql,Python Developer,flask,Machine Learning,GIT,Stack,Machine,Python Development",2 Days Ago,1600000.0,2250000.0,7.0,11.0,1925000.0
Associate Software Engineer,Ibrowsejobs Technologies,Remote,0-4 Yrs,5-14 Lacs PA,We are seeking a motivated and enthusiastic fresher to join our team as a Software Engineer - Python,"Communication Skills,python basics,Python,Soft Skills,Analytical Skills,SQL,Analytics,Basic",2 Days Ago,500000.0,1400000.0,0.0,4.0,950000.0
Data Engineer,Orcapod Consulting Services,"Chennai, Bengaluru",6-10 Yrs,6-12 Lacs PA,"Required Experience & Skills <br><br> 5+ years of experience in HRIS implementation,data management,or system integration . 5+ years of hands-on experience with Workday / Greenhouse data conversion,integration,or reporting . <br><br>Experience with Snowflake or similar cloud data warehouse platforms. <br><br> Domain experience : Banking /Finance","Snowflake,Tableau,Python,SQL,Data Engineering,Data",Few Hours Ago,600000.0,1200000.0,6.0,10.0,900000.0
Senior Full Stack Developer,Zybisys Consulting Services,"Tiruchirapalli(Srirangam), Bengaluru(4th T block Jayanagar)",5-10 Yrs,8-15 Lacs PA,"Job Type: Full Time<br><br>Experience Required: 5+ Years<br><br>Agile Methodologies: Experience with Agile frameworks (e.g.,Scrum,Kanban) to facilitate iterative development and continuous improvement","Node.Js,React.Js,Golang,Nginx,Express,Websocket,Jwt,Graphql",Today,800000.0,1500000.0,5.0,10.0,1150000.0
React/NextJS - Software Developer,Matrecomm Technologies,Bengaluru,0-3 Yrs,6-8 Lacs PA (Including Variable: 10.0%),"Optimize application for maximum speed and scalability <br><br>CCNA Certification . <br><br>Mandatory Skills and Qualifications :  . Proficient in advanced JavaScript libraries and ReactJS / Angular framework,Flutter <br><br>Framework. Proficient understanding of web mark-up,including HTML5,CSS3 <br><br>Proficient understanding of cross-browser compatibility issues and ways to work around","React.Js,MongoDB,Nextjs,Software,Development,Software development",7 Days Ago,600000.0,800000.0,0.0,3.0,700000.0
Software Developer Intern,Quintype Technologies India Ltd,Bengaluru,0 Yrs,4.25-6 Lacs PA,"Solve technical problems and write clean,efficient code. Deserving candidates will be offered a full time position<br><br> Any computer science fresher is required<br><br>Willingness to work hard,ask questions,and collaborate. BYOD (Bring Your Own Device)","Javascript,CSS,HTML,Software,Development,Cs,Software development",7 Days Ago,425000.0,600000.0,0.0,0.0,512500.0
Devops Engineer - Remote,Gravity Engineering Services,Remote,7-10 Yrs,15-25 Lacs PA,"Responsible for releasing devsecops Infrastucture - Ability to work in European time zone essential - Proven application delopyment,validation,qualification expert with experience leading a large development team with multiple complex projects - Strong experience with develoing various QA application in a regulated environment","Devops,github,Terraform,QA Analysis,Ansible,Node.Js,Ci/Cd,AWS",7 Days Ago,1500000.0,2500000.0,7.0,10.0,2000000.0
Java Developer,Lancesoft,Hybrid - Bengaluru,2-6 Yrs,10-20 Lacs PA,"Solid experience with Kafka,PostgreSQL,and MongoDB <br><br>Were looking for someone with around 3+ years of experience in software development and a 4-year degree or equivalent experience.The role involves working on highly scalable distributed systems,with hands-on experience in designing,developing,and deploying large-scale data platforms","Java,postgresQL,Kafka,MongoDB,Springboot,Spring Boot,Java Development,Development",8 Days Ago,1000000.0,2000000.0,2.0,6.0,1500000.0
Java Developer - Contract - 6 Months - Bangalore,Istar Business Solutions,Bengaluru,6-9 Yrs,15-22.5 Lacs PA,Proven experience developing and maintaining in Java<br><br>2 years of experience in XCode (must) Experience JDBC database,"Java,Hibernate,Jdbc Database,ORM,XCode,SQL,Contracts,JDBC",8 Days Ago,1500000.0,2250000.0,6.0,9.0,1875000.0
Power Bi Developer | Bangalore Face To Face Interview on 27th Sep,Imaginators Try Going Beyond,Bengaluru,6-11 Yrs,5-14 Lacs PA,"Power BI Developer
Skill- Power BI, SQL, Reporting, Analytics, Developing Dashboard, Data Visualization, Advanced Excel Graphs
Exp-6+Yrs 
Pkg-15 LPA
Loc-Bangalore
NP-IMM-30Days
Prabhsimer.imaginators@gmail.com","Power Bi,SQL,Charts,Tableau,Reporting,Analytics,Graph,Development",8 Days Ago,500000.0,1400000.0,6.0,11.0,950000.0
Hiring For (power BI Developer + SQL( - bangalore (Only walkin),Imaginators Try Going Beyond,"Bangalore Rural, Bengaluru",5-10 Yrs,7-15 Lacs PA,"Min. 4+ yr exp. req in Power BI Developer + sql
Package upto 16 CTC

24*7 shift
Graduate (Full time)
Need Excellent communication
Notice: upto 45 days
prabhsimer.imaginators@gmail.com / 9205018536Skill- Power BI, SQL, Reporting, Analytics, Developing Dashboard, Data Visualization, Advanced Excel Graphs","Power Bi,SQL,charts,Microsoft Power Bi,power bi developer,Tableau,Reporting,Analytics",8 Days Ago,700000.0,1500000.0,5.0,10.0,1100000.0
Senior Data Scientist,Infiniti Research,Remote,2-7 Yrs,30-35 Lacs PA,"Should be passionate to build a team and own up the growth,i.e.,Level of ownership of an engagement<br><br>Minimum Experience - 2 to 4 years <br><br>Proficient coding skills in R / R Shiny<br><br>Experience with SQL and data retrieval","R Shiny,SQL,Pharma Analytics,Pharmaceutical,Data,R,Analytics,Shiny",8 Days Ago,3000000.0,3500000.0,2.0,7.0,3250000.0
Urgent Hiring Software Engineer- Java - Bangalore ( SaaS Product ),Gaba Consultancy,Bengaluru(Indira Nagar),2-4 Yrs,5-10 Lacs PA,"Proven working experience in J2Ee,Relational Databases,SQL,ORM technologies (JPA2,Hibernate),Spring Boot,Spring Framework,JSP,Github<br><br>2+ years of proven hands-on Software Development experience","Spring Boot,J2Ee,Java,Github,JSP,Servlets,Microservices,Software",8 Days Ago,500000.0,1000000.0,2.0,4.0,750000.0
"Hiring For Data Engineer (ETL development, SQL queries)",Denave,Hybrid - Bengaluru(Marathahalli),4-9 Yrs,10-15 Lacs PA,Preferred candidate profile . <br><br> You will be working with the Customer Experience team to build and enhance a cloud-based warehouse of operational data to drive analytics,"Etl Development,ETL,SQL,Etl Pipelines,Data Engineering,Snowflake,Etl Process,Data Warehousing",9 Days Ago,1000000.0,1500000.0,4.0,9.0,1250000.0
Java Developer,Lancesoft,Hybrid - Bengaluru,4-9 Yrs,5-10 Lacs PA,"Good Working knowledge and Web Framework experience with Spring MVC,JPA,Spring Boot,Hibernate and Micro services<br><br> . Java Full stack: (MUST SKILL). Must to have skills . <br><br>Strong hands experience on one of the JS frameworks Angular 8+ (or )React JS<br><br>Working experience in developing web services using HTTP REST / JSON <br><br> Good to Have. .","Java,Spring Boot,Hibernate,Microservices,Development,Java Development,Spring,Boot",9 Days Ago,500000.0,1000000.0,4.0,9.0,750000.0
Java Full Stack Developer,Lancesoft,"Chennai, Bengaluru",6-11 Yrs,7-17 Lacs PA,"Optimize applications for maximum speed and scalability<br><br> . 4 to 8 years of professional experience in full-stack development<br><br>Solid experience with front-end development using React.js<br><br>Experience with RESTful APIs and web services<br><br>Experience with cloud service providers like Azure,which can be crucial for developing scalable applications","Java,Java Fullstack,React.Js",9 Days Ago,700000.0,1700000.0,6.0,11.0,1200000.0
Power Bi Developer | Bangalore Face To Face Interview on 27th Sep,Imaginators Try Going Beyond,Bengaluru,6-11 Yrs,5-14 Lacs PA,"Power BI Developer
Skill- Power BI, SQL, Reporting, Analytics, Developing Dashboard, Data Visualization, Advanced Excel Graphs
Exp-6+Yrs 
Pkg-15 LPA
Loc-Bangalore
NP-IMM-30Days
Karishma.maginators@gmail.com","Power Bi,SQL,Charts,Tableau,Reporting,Analytics,Graph,Development",9 Days Ago,500000.0,1400000.0,6.0,11.0,950000.0
GCP cloud engineer,Techprojects,Hybrid - Hyderabad,6-11 Yrs,1-3 Lacs PA,Experience in cloud migration and optimization,"Terraform,GCP,landing zone,cloud run,cloud SQL,VPN,cloud migration,VPC",1 Day Ago,100000.0,300000.0,6.0,11.0,200000.0
Power Bi Developer | Bangalore,Imaginators Try Going Beyond,Bengaluru,4-9 Yrs,5-14 Lacs PA,"Power BI Developer
Interview Mode: FACE TO FACE
Skill- Power BI, SQL, Reporting, Analytics, Developing Dashboard, Data Visualization, Advanced Excel Graphs
Exp-4+Yrs 
Pkg-15 LPA
Loc-Bangalore
NP-IMM-30Days
riya.imaginators@gmail.com","Power Bi,SQL,Graph,Data Visualization,Charts,Tableau,QlikView,Qlik",9 Days Ago,500000.0,1400000.0,4.0,9.0,950000.0
Power Bi Developer || Bangalore,Imaginators Try Going Beyond,Bengaluru,4-9 Yrs,10-16 Lacs PA,"Hiring for a Top BPM || Bangalore
Looking for 4+ Years of exp as a Power BI + SQL Developer
Sal - upto 16 LPA
24*7 Shifts
Graduation Must
Walkin Drive - 27th Sep'25

Share your resume on shikha@imaginators.co or Whatsapp on 9599868088 (DO NOT CALL)","Power Bi,SQL,Microsoft Power Bi,Bi,Development,Microsoft",9 Days Ago,1000000.0,1600000.0,4.0,9.0,1300000.0
DevOps Engineer - BTP(Kyma) - IT Service Base - Bangalore,GenNext India Private Limited,Hybrid - Bengaluru,4-7 Yrs,15-20 Lacs PA,preferred Terraform) <br><br>preferred Ansible) <br><br>preferred GCP) <br><br>preferred Dynatrace ) <br><br>preferred ContainerD and Kubernetes ),"Kyma,Terraform,Ansible,CI/CD,BTP,Container,GCP,Dynatrace",9 Days Ago,1500000.0,2000000.0,4.0,7.0,1750000.0
